date,Iloilo,Antique,Capiz,Aklan,Guimaras,Negros Occidental,Negros Oriental,Samar,Eastern Samar,Northern Samar,Leyte,Southern Leyte,Cebu,Bohol
2012-02-10,5419.684313725389,2914.5423529407594,1618.6196078428743,1209.1321568626797,254.09490196077635,8088.312549024606,3417.624705881813,3899.028235293358,1507.704705882138,1335.5333333331926,4000.99215686158,722.8019607843761,19299.829019602657,2113.951372548675
2012-02-11,5040.276078431341,1964.958039215109,1140.473333333372,993.2352941177538,253.4392156862665,8081.516470593237,3288.370196077885,2909.696862745045,1510.1454901958602,1320.76235294105,3993.699215685127,721.3741176471218,19337.00039215165,2086.009803921239
2012-02-12,5112.729411764621,2031.9870588230103,1141.097254901999,1001.5380392157938,253.33019607842334,8234.909019612727,3340.831372548475,4785.697647058688,1513.9294117644852,1473.7407843135709,4008.2007843125584,723.5431372549643,19231.496078426157,2109.801176470253
2012-02-13,5059.065098039183,1968.2027450974608,1140.2192156863134,996.305882353048,253.02313725489407,8080.807843142253,3317.8815686269068,5465.446666666602,2850.627058823322,1302.7274509804108,4020.7933333321666,773.7811764706523,19372.503529406556,2127.3650980388666
2012-02-14,5067.318823529379,1959.48823529354,1139.0756862745493,997.6023529412836,254.65490196077633,8088.024705887353,3330.5549019602395,2746.3247058819024,1512.2643137252708,1335.7423529410362,4020.672156861579,727.094509803984,19534.838823524206,2117.711764705536
2012-02-15,5039.514117647028,1922.980784313164,1140.8270588235675,997.3776470589307,254.45098039214884,8057.588627455985,3315.5345098033777,4737.352941176304,1512.4780392154669,1327.510196078299,4016.4035294106,727.241176470651,19235.125882347722,2112.632549019264
2012-02-16,5050.902352941145,1930.2250980386461,1139.0325490196474,1004.3788235295198,251.31490196077638,8008.633333338302,3298.990196077886,2935.408627451275,1505.2584313723369,1316.979215686152,4020.3717647047165,723.5466666667292,19357.671764700674,2104.081960783975
2012-02-17,4913.3482352940555,1929.8298039209997,1164.5513725490391,1001.5901960785388,251.82078431371752,8086.364313730489,3335.4525490190626,2428.830196078456,1587.1905882350554,1730.7627450975822,6089.272156865523,722.1572549020232,19716.391372543723,2128.772941176115
2012-02-20,4523.66352941186,1236.1780392157173,1014.8552941177653,881.0894117647927,216.56784313724904,7275.4196078463265,3287.567843136764,4594.922352941318,943.5160784314735,819.3619607844005,3660.1894117639404,556.928235294142,16067.291372551343,2052.1313725488076
2012-02-21,8698.396862745207,2647.320392156519,3208.160392156959,1962.5156862744816,532.0317647058907,10541.304705885586,4737.410588235386,2390.860784313738,1458.4972549017568,1905.706666666501,3964.104313724672,565.7309803921817,16256.751372550874,1934.249803921352
2012-02-22,9956.762745098094,3187.621960784236,2972.081568627385,1965.9992156861888,841.1101960784184,16882.736470587133,7084.618431372777,2044.6611764707295,4616.934901960643,3296.335686274242,10504.305098040339,1881.9243137254425,30700.73490196016,6015.169411764821
2012-02-23,4960.1815686274595,1279.2890196078542,1250.0349019607422,1107.6972549019808,251.7294117646992,8653.80627451326,3569.3286274505685,2043.009019607947,2229.4384313722344,1770.8549019604623,6410.76745098163,1010.024705882404,20793.959999995925,2511.1137254899063
2012-02-24,4364.120784313625,1471.7380392155278,1332.8125490194845,1177.2313725489955,211.25607843136666,6822.054509806502,3174.905882352648,2999.410588235436,1483.318823529266,1077.2243137255641,4817.024705882562,778.4843137255481,17355.09098038863,2001.2690196076633
2012-02-25,5070.000000000057,1696.9792156860642,1120.587058823563,988.0294117648043,274.39607843136815,8334.80705882701,3417.220784313295,1965.7960784314407,689.2886274510422,948.8517647059919,4103.36274509711,587.195686274537,17480.19843136888,2219.980784313421
2012-02-26,6174.38745098051,2387.04549019602,1959.2274509801603,1612.533333333218,421.2827450980491,8949.198823532135,3323.9474509799797,3325.278039216073,1313.923921568619,1330.1772549019204,4725.007058823864,795.7913725490727,18081.012156859248,2501.5643137252277
2012-02-27,4284.268627450909,1739.8235294113947,1289.7431372548253,1083.5623529412308,251.57176470587382,7011.4301960823595,2932.196078430802,3003.772549019856,1267.1047058823779,1597.6415686273833,5253.103137256111,729.3164705882936,17545.158431367672,2085.5592156859043
2012-02-28,4337.860392156832,1341.306666666635,1121.6517647059243,1040.1266666667486,257.14823529410916,7016.443137258828,2913.169803920998,2375.3882352940795,1636.860784313679,1199.1807843137021,5224.778039217312,702.1784313726057,16880.263921565827,1976.3525490193217
2012-02-29,4919.325882352911,2025.1964705879564,1508.9599999998295,1196.1733333333361,307.41490196078456,8039.999215690719,3619.8278431366034,3008.0043137257194,2059.0290196075016,1610.1282352938413,5430.158039216787,968.9682352941871,18056.487450975746,2710.4066666661815
2012-03-01,5234.958431372346,1866.4756862743,1368.9850980391543,1168.2960784313648,390.71647058824914,8862.271372553801,4086.1086274502622,4774.86078431375,1481.718823529201,1356.359215686187,5029.691764706812,873.6729411765405,17401.314117642978,2479.069019607387
2012-03-02,10982.131764706048,4479.275294117618,4068.732156862698,1876.914117646918,1132.4384313725468,15879.575294121118,6307.523921568644,3207.512156863086,4004.306666666354,4591.103921568667,8634.771764707057,1023.8274509804932,17567.358039212028,3199.7596078424194
2012-03-03,4425.760392156797,1564.5568627448602,1260.1901960783669,1062.6678431373366,278.2568627450928,7384.19137255407,3453.150196077699,2523.1823529412763,1492.8952941174,1344.0290196076928,4407.225098038921,790.5541176471347,15510.842745100763,2247.91098039167
2012-03-04,4441.50078431366,1598.6321568624965,1261.3360784313072,1056.9137254902826,277.9996078431321,7389.92117647565,3451.539999999266,1233.8611764705843,1490.9509803919116,1347.3113725488622,4436.21882352922,778.782745098115,15504.885490198785,2232.8705882348063
2012-03-05,4447.989803921501,1731.836078430977,1313.0439215685076,1924.554901960586,277.52509803921015,7397.823529416845,3443.4878431365278,165.50313725490122,1493.6415686272032,1315.7917647057584,4422.566666666424,789.1105882353703,15545.603529414457,2256.0462745093146
2012-03-06,4467.576470588156,1579.8109803919065,1269.6486274509155,1062.5419607843955,278.3486274509751,7432.033725495285,3516.186274509044,824.989411764718,1492.0003921566167,1313.7176470587024,4428.074117646835,787.0203921569386,15663.396470590944,2235.909019607354
2012-03-07,4453.302352941092,1602.9019607840246,1377.3596078429835,1235.5086274509406,278.5443137254848,7402.585490201157,3452.4423529404476,2213.2078431372443,2003.5945098037043,1496.2239215684444,4300.666666666047,764.6454901961195,15654.802745100738,2194.394117646598
2012-03-08,5874.019215686106,2419.8309803919306,1624.1466666665347,1596.4392156861618,597.2549019607939,9160.596470590359,5062.534901960777,1884.6717647059188,2072.835294117504,964.9419607843568,4660.085490196231,1018.119215686363,15557.819607845317,2228.142745097565
2012-03-09,4663.405098039103,1625.6627450977392,1378.207058823334,1186.690588235258,278.44431372548473,7399.827450985452,3446.3643137247636,2081.483529411802,1487.5074509801484,1299.9756862744014,4499.3411764707225,789.9458823530168,15633.314509806598,2198.0725490191235
2012-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-11,4446.848235294053,1574.3192156860284,1260.6521568626806,1062.0282352941997,278.16862745097495,7398.5419607894055,3458.2799999992676,2213.2078431372443,1494.0764705879872,1334.7105882351734,4436.10235294099,788.5200000000762,15576.62823529681,2191.958431372062
2012-03-12,7611.34666666662,2989.765490195844,2700.078431372318,1174.8599999999915,671.532941176474,9813.311372551445,5310.899215686614,3579.6243137252563,4219.569411764557,2433.933333333254,6663.73803921765,911.4635294118367,17979.335686271796,2578.0678431366746
2012-03-13,8006.688235294543,2770.6921568624507,3456.2733333331803,2760.9211764703955,768.6019607843143,12966.583137256572,6290.792156863744,4317.036470588116,3054.202352940503,2094.0580392153056,7526.071764706866,1734.5662745097034,18277.226274508193,3529.744705881836
2012-03-14,4460.390588235208,1556.356470588005,1268.4815686273776,1631.5792156860473,277.7788235294062,7383.909803926626,3421.4596078424142,1329.0462745097952,1458.1078431370531,2385.4172549015198,6511.457254904851,799.7090196079172,15560.747058826193,2250.402745097552
2012-03-15,4446.003137254828,1549.101960784091,1261.546274509738,1063.9164705883152,278.4439215686221,7419.411372554126,3451.27686274437,3747.0603921573165,1493.8811764703426,1310.3803921567448,4490.594117647105,786.4117647059581,15483.879607845829,2256.859607842647
2012-03-16,4441.75372549013,1578.442352940925,1262.6035294116982,1061.0921568628278,277.7054901960728,7404.249411769792,3444.605882352214,4936.071372549067,1487.2992156860319,1295.3768627449997,4430.539607842927,789.3082352941937,15486.22274510074,2223.8572549014752
2012-03-17,4521.098431372528,1691.6964705879952,1260.4282352940531,1084.0619607843714,278.5760784313671,7390.261176475658,3462.25803921496,5028.919215686272,1324.0662745097054,1070.6384313726428,4439.562352940999,790.7247058824288,15534.473333336042,2236.7796078426472
2012-03-18,4440.631764705818,1564.718823529189,1260.3835294117005,1062.8603921569438,278.1760784313673,7386.979607848209,3446.344705881625,2029.470980392234,1344.8694117645841,1108.690588235358,4436.338823529217,788.2972549020368,15521.065098041909,2242.7286274504927
2012-03-19,4408.770196078368,1553.7321568625355,1262.1941176469927,1059.5231372549863,276.49999999999426,7374.344705887406,3432.3352941169182,1908.1458823531038,1341.727058823411,1115.778823529468,4430.619999999786,790.8678431373309,15532.313333336035,2211.421176470101
2012-03-20,4432.659215686212,1558.1329411762551,1261.7192156862088,1057.352549019695,277.5737254901906,7390.000784318775,3453.61411764633,2033.0490196079884,1389.2411764704311,1147.8109803922064,4439.381568627278,788.6921568628211,15554.163529414463,2220.2760784308844
2012-03-21,4439.467450980328,1561.668627450762,1260.1117647058181,1061.673333333416,276.76078431371985,7389.138823534466,3451.893725489465,1904.9811764706978,1099.6286274511,883.2145098040268,3847.243137254019,396.9482352941323,15400.306274512539,2212.4047058818664
2012-03-22,4492.263921568522,1565.7552941174254,1357.4866666665746,1121.1835294118132,278.7145098039162,7401.912941181554,3452.423921567898,6452.369411764783,1560.1631372546346,1305.8411764704995,4452.816862744926,633.7270588235701,15265.481176473284,2311.338039215185
2012-03-23,6883.3168627453015,1971.478431372175,2119.199607842853,1130.9843137255434,634.2109803921627,8566.125490201863,3507.8050980385024,2145.6454901960815,2862.0529411762773,2824.519215685932,7641.946666666406,1384.4823529410792,16341.312941178825,2260.68862745046
2012-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-27,4703.698039215614,1605.7933333330702,1355.0568627449675,1082.3635294118294,300.55607843137165,7785.678823534313,3377.3992156855447,2153.6047058823488,1734.7725490192252,1443.9482352938803,4731.275686274157,1171.997647058749,15495.0513725517,2209.229411764206
2012-03-29,5816.585098039181,1819.3501960780006,1477.9035294115267,1654.5313725487597,312.96784313725624,9212.581960790296,3846.653333332528,3972.8768627454924,4213.492941176294,3561.7431372545598,10571.516470588065,2375.540000000036,21643.76705881749,2495.3686274504407
2012-03-30,5793.614117647029,1783.5074509799958,1377.31882352926,1151.3949019607787,311.0337254901969,9521.17098039821,3810.739215685474,2335.1105882353,3864.623921567994,2887.621568626837,14926.486274511351,3011.1537254902146,24744.252549015535,7009.764313725638
2012-03-31,11332.973725489748,3812.1662745101016,4138.870196078748,2665.725098039241,1051.6258823529313,18059.57568627377,8820.46470588262,2940.541568627528,9269.375294117857,6537.074117647341,14489.379607844765,3522.2529411763135,24812.43490195784,8446.310588235647
2012-04-01,7639.476078430954,3388.9298039215623,3212.7882352943416,1803.9247058823191,342.0392156862796,11291.127058827771,5212.188627450484,5155.376862745035,3554.5776470579003,4449.689019608365,6751.4349019621095,1161.988235294145,20023.906666664872,6349.683137255234
2012-04-02,8078.658431372982,2300.734509803357,3484.6458823527114,2014.9450980390895,683.1756862745158,12326.455686277544,7650.699215686572,2896.44039215683,7388.219607843181,5125.251372549095,11322.18549019648,3007.5113725489773,22415.276470587385,6279.095686274629
2012-04-03,6202.021176470694,1972.6733333328275,1840.831372548816,1544.972549019447,776.2156862745288,9792.742352942232,5081.756862745083,908.7858823529857,5067.908627451099,3985.8886274507668,7467.642745098784,1842.943137254863,19527.156862744137,2017.0545098039017
2012-04-04,9516.026274509728,2668.0905882352654,3246.3368627449327,1642.0580392155737,1381.6764705882285,13876.90431372714,8149.120392157137,1509.9023529411834,4073.394901960158,3646.3749019602756,8318.508235295449,1412.2035294117813,23350.34392156693,3614.1917647057344
2012-04-05,5246.5333333332965,2431.612156862687,1466.610980392158,1214.7458823529619,231.5458823529379,10379.215686277252,5337.688627450607,5684.509411764577,3272.1078431366627,2461.2854901959663,7430.199607844101,1093.40784313726,20764.5721568598,3821.8811764700645
2012-04-06,3895.1517647058627,1517.6435294117573,1137.2898039215845,1355.7431372548456,116.20784313725461,8120.12980392282,4058.741568626907,1054.7949019607815,2636.681176470281,1691.569019607602,4547.930980392005,961.958431372572,16793.243921568606,935.366666666671
2012-04-07,5055.503921568514,1937.5545098035882,1495.5678431370459,1248.1019607842447,312.0070588235286,8351.382745099885,4872.172941176774,2412.1262745098006,2958.821568626987,1939.8007843131904,5824.298823530979,1140.1674509804334,17921.40352940794,2940.480784313308
2012-04-08,6854.3356862742585,2760.361176470278,2662.247058823289,2041.4498039214134,747.0603921568797,9889.90784314192,5140.984705882055,3222.450196078356,3128.2435294111497,2176.372156862675,6268.075294119484,1136.0615686274884,18457.633333331087,2963.7996078428187
2012-04-09,6762.445882352556,2736.7627450976693,2460.7533333329293,1554.7929411763334,913.9615686274656,11244.55333333956,4461.244705882157,2327.124705882259,2251.6776470583095,1839.8341176466097,6099.236078433219,1117.7313725490749,17877.854117642262,3369.936862744695
2012-04-10,7833.881960783912,2588.745882352538,2207.5494117644657,1953.4917647056445,692.9650980392207,12547.062745102554,5417.987843137097,2303.416470588165,6847.510980392663,6203.932941176705,10820.215686277037,1657.8101960783047,23487.307058822687,4441.752549019083
2012-04-11,8789.125098040087,2510.991764705421,3698.292549019395,2893.358431372399,569.6109803921765,12320.985098042383,8227.378431372568,2389.730980392146,6162.304705883434,4606.194901960704,9105.917647060955,1530.0780392157035,20507.983137253093,5194.518039215575
2012-04-12,6726.583137254377,2717.860784313517,2532.8870588232335,2082.2890196077174,599.3250980392266,10379.294117652455,4618.828627451098,2682.898823529393,4830.758039215496,3020.2090196075374,8353.855686275278,1651.2572549019321,19532.19098038749,3743.43607843071
2012-04-13,10507.939215685696,4076.682745098469,3911.9215686277857,2495.6764705882774,877.7054901960521,15500.05803920985,7165.62862745156,8576.474117647116,5406.034901961262,4689.630588235729,9137.362745100207,1885.4403921568298,21239.127058821567,3797.6756862742945
2012-04-14,8069.604313726086,4731.670196078972,2772.0219607840745,1754.4709803919454,334.8450980392198,10336.076862749349,7586.779215686282,5021.486274509987,4950.08431372609,4813.707843137326,9657.453333333993,1290.2509803921778,18961.57215686046,4269.366274509182
2012-04-15,7594.60078431391,4332.896470587619,1615.2027450978123,3786.4552941173856,681.3862745098185,15773.946274515654,7743.669803921988,2602.280000000046,9116.719215686497,7968.035686274655,14337.443921570492,2819.951764705761,19917.513333329374,3794.049803921134
2012-04-16,5726.849411764601,2431.389019607115,1530.2156862743036,1397.8607843135962,345.687843137259,11575.496078438826,4174.557647058038,2480.9215686275397,7195.453725491414,8713.328235294939,7763.927843138619,2837.2721568626125,18935.29764705385,5150.60666666667
2012-04-17,8475.67176470574,3927.938823530004,2887.6266666668107,2705.417647058976,923.7345098038875,15560.861568620554,8116.345490196475,2292.7415686274917,3242.6588235288573,3916.229019607702,9667.353333331923,2395.1572549020348,22122.730196077573,5882.2705882356
2012-04-18,7150.55999999957,2898.809019607618,2389.0278431370516,1960.181568627443,549.8992156862765,10789.569411769751,5225.181176470168,6892.846274509787,3102.9941176463417,2740.1450980387326,7243.303137254811,1478.2796078432043,19072.02705882245,3712.2427450973687
2012-04-19,12396.086666667872,5755.118823529166,6130.938823529598,3920.293333333167,872.558823529443,24552.130196077407,13380.775686276398,3047.409019607842,7089.554901960918,5540.830588235543,13494.92980392532,2326.1713725490667,24905.79137254672,8439.843529412354
2012-04-20,10825.693333334113,3950.3458823520577,3973.7415686270756,1823.3094117646262,1270.2850980391754,15437.092156869823,5070.018823529252,2587.665882353037,4464.825490195557,6189.102352941151,13738.15647059054,1343.8400000000622,21666.905490193032,4737.9462745095025
2012-04-21,6830.7925490194375,2782.460784313087,1979.9843137253351,1606.5831372548241,459.52274509804494,10739.13058824092,4778.0196078430645,2357.896078431431,3057.751764705239,2668.0419607838844,8458.792156862837,2615.5662745097206,18411.227450977716,3398.3799999993903
2012-04-22,6897.43333333319,2895.869019607152,2005.396470588072,1636.280784313651,479.941568627457,11301.6992156927,4716.582745097952,2109.4827450980724,3208.048627450215,3822.7164705877326,8187.234901960516,1410.1490196078917,18857.58235293836,3388.516470587642
2012-04-23,6950.803529411579,2517.294901960344,2049.695294117496,1939.703137254834,474.61215686275085,10941.336470594184,4676.978431372407,4512.71137254902,4811.198431373019,3073.0721568626,8260.182745097787,1940.164313725496,18846.503921565898,3386.2741176464624
2012-04-24,10718.34274509747,4387.03568627461,3943.4800000000137,2193.3956862744385,1320.827058823527,16884.845490196254,8733.698431372586,4290.154117647272,5147.094509804311,4596.189411765175,10126.40627450795,2356.625490196086,22551.349411763404,7154.532549019535
2012-04-25,13153.270588237085,5051.801176470419,6927.398431372848,5785.881176470566,563.2286274509863,14733.733333342816,4977.992549019311,3884.5745098043726,8703.30235294101,6109.228235293626,15434.09568627532,3091.5423529410446,26682.996078429558,4047.2941176462477
2012-04-26,15981.607058824036,7315.038823529292,6121.398823529586,3806.4862745095165,1616.0364705882275,22183.403137252404,6336.899999999695,3264.614901961125,10377.234901960986,9024.102352941449,17056.720392158244,4220.821568627371,22318.303137252904,7740.963529411338
2012-04-27,10953.98823529484,3688.0054901956355,4558.927058823729,3125.428627451077,1022.8023529411734,16939.238823533487,7706.644313725626,2497.4745098040444,9367.643137255376,7119.743921568598,12683.521176472668,4068.358823529261,25110.94588235208,7819.724313725441
2012-04-28,8856.629411764437,4037.6949019614262,3864.263137255553,2556.7113725491777,726.5490196078609,13857.223529410334,6542.221960784178,2330.3725490195757,6005.338039216155,5000.683137255522,9839.7647058818,2227.217647058823,21587.434901960867,5041.727450980445
2012-04-29,9790.64156862703,4464.691372549123,4196.206274510394,3225.47294117663,682.7725490196206,15720.824705877078,7644.301568627943,2330.297647058906,5171.493333333476,4465.537254902492,10194.723921567087,2416.1439215686637,19371.78745098012,5470.2705882356595
2012-04-30,9576.784705882494,3991.9529411760313,3450.9866666663524,3158.9890196076535,810.5266666666844,13854.707843141965,6956.528235293226,2342.6537254902864,5638.482352940896,5471.87254901949,8636.086666666579,2107.10313725491,19836.653725490232,6459.1678431367745
2012-05-01,16195.259215686532,6037.19843137209,8052.7729411763985,4081.3180392155123,682.5298039215819,18473.0282353029,6348.6121568619,2389.715686274639,7170.71411764677,5188.729411764474,10066.145882354072,3322.752941176429,19066.52549019631,4159.9882352934055
2012-05-02,8243.747058823446,3311.4396078428376,3323.0349019607415,2303.7184313724524,595.0407843137306,12746.996470595988,5569.183137253901,2453.6180392157567,2326.3407843136065,3429.887058823419,7595.4717647055595,1829.0419607843332,18631.037254902378,4128.131372548314
2012-05-03,7629.963921568394,3462.5215686272663,2116.8984313724877,1694.7952941176354,742.6721568627518,12537.225882356115,6512.972156861908,2323.2611764706576,5220.194901960595,3723.9788235292667,9266.461176470864,1780.1592156862903,19267.08901960828,5815.672941175957
2012-05-04,7311.319215685971,2336.3129411764735,2579.855294117633,1398.6368627450938,593.6294117647109,12120.487058829243,5567.820392156673,1621.1321568627604,3022.7290196077274,2114.9278431372336,6812.709411764619,1623.5411764705873,19070.88352941218,4305.288235293856
2012-05-05,5908.109019607747,1318.7772549019712,2214.1564705881624,814.5819607843091,367.6639215686262,9320.800000000496,3390.4274509803454,87.93098039215684,1259.1964705882494,1107.262745098055,4076.849019607749,850.0274509803965,16619.81803921594,1918.3686274510358
2012-05-06,6374.765098039153,1870.185490196099,1915.3180392156614,920.3913725490152,848.2654901961083,14423.436078434319,6177.749803921519,2232.644313725548,2766.742352941075,2343.2094117646766,5910.802352941204,1307.4815686274537,21781.492156862874,3198.8090196077796
2012-05-07,6614.055294117466,2138.654117647081,2769.83333333326,1673.8556862745231,591.2098039215725,12078.598431379607,5611.8003921558675,1636.1560784313572,3382.417254901658,1627.826274509802,6939.408627450576,1714.4015686274633,18596.330588235724,4101.641960783608
2012-05-08,8265.654509803846,3228.8341176467793,3319.3294117646615,2310.4921568626455,590.8729411764745,12753.356078439145,5586.022352940178,1862.5419607843344,2700.3796078430505,2846.3698039215005,5939.325098039286,2011.0662745098205,18622.00901960824,4177.898039214956
2012-05-09,8250.728235294036,3321.1482352938147,3327.9478431372145,2350.7439215685126,845.0694117647153,13192.382352948085,5983.903529410649,4364.720784313603,4503.3094117642995,3661.596078431205,8074.220392156681,1619.4623529411906,19081.921176470976,3971.6568627446195
2012-05-10,8270.716078431293,3297.2756862742135,3322.0411764705445,2297.5317647057896,592.8992156862791,12755.50313726269,5595.564705881348,6734.676078431264,4707.207450979942,4550.62274509789,8167.7360784310295,1832.3545098039403,18708.1819607847,4129.975294116939
2012-05-11,8224.709411764592,3309.175294117347,3320.461176470544,2282.666666666582,593.61215686275,12890.364705889593,6760.013333332497,2860.3580392156846,4306.596078430928,3659.1101960782667,8141.837647058534,1835.4431372549207,18989.9537254906,4115.852156862036
2012-05-12,8258.985882352861,3315.175294117344,3317.4498039215227,2296.8670588234363,592.9435294117691,12759.280392164657,7728.623137254336,3082.8784313728347,4301.272156862296,3657.6682352939524,8422.771764705809,1823.3313725490389,18720.541176470935,4658.340392156243
2012-05-13,9768.461568627468,4012.917254901706,5078.218823529521,3185.7015686274353,1198.8117647058923,16075.980000006748,6685.41294117523,4251.22039215705,5839.256470587869,7234.594509804064,8353.134509803724,2262.3262745097804,19124.164705882657,4738.358823528783
2012-05-14,8229.418431372444,3323.743529411509,3322.2952941176027,2304.6733333332363,606.3960784313776,12636.27137255652,5617.263137253871,3644.8003921570544,4793.680392156778,4002.207058823709,8230.153725489885,1882.8776470588268,18700.232156863858,4507.244313724956
